('Stockfish 17.1 64-bit 8CPU', 'https://github.com/official-stockfish/Stockfish', 'Marco Costalba, Joona Kiiski, Stockfish team members', '3817', 'saved_engines\\Stockfish 17.1 64-bit 8CPU\\stockfish\\stockfish-windows-x86-64.exe', '1', '2024-03-30T17:18:38Z', 'C++')
('Smallbrain 7.0 64-bit 8CPU', 'https://github.com/Disservin/Smallbrain', 'Max Allendorf (Germany)', '3605', 'saved_engines\\Smallbrain 7.0 64-bit 8CPU\\smallbrain-x86-64-avx2.exe', '32', '2023-01-29T18:53:48Z', 'C++')
('RubiChess 2.2 64-bit 8CPU', 'https://github.com/Matthies/RubiChess', 'Andreas Matthies (Germany)', '3600', 'saved_engines\\RubiChess 2.2 64-bit 8CPU\\RubiChess-2.2_x86-64-avx2.exe', '32', '2021-07-07T20:38:51Z', 'C')
('Clover 4.1 64-bit', 'https://github.com/lucametehau/CloverEngine', 'Luca Metehau (Romania)', '3599', 'saved_engines\\Clover 4.1 64-bit\\Clover.4.1-avx2.exe', '32', '2023-05-15T10:23:18Z', 'C++')
('Koivisto 6.0 64-bit 8CPU', 'https://github.com/Luecx/Koivisto', 'Kim Kahre (Finland) , Finn Eggers (Germany)', '3597', 'saved_engines\\Koivisto 6.0 64-bit 8CPU\\Koivisto_6.0-x64-windows-avx2.exe', '32', '2021-07-21T11:54:01Z', 'C++')
('Igel 3.0.5 64-bit 8CPU', 'https://github.com/vshcherbyna/igel', 'Volodymyr Shcherbyna (Ukraine)', '3595', 'saved_engines\\Igel 3.0.5 64-bit 8CPU\\igel-x64_bmi2_avx2_3_0_0.exe', '32', '2021-04-04T18:56:05Z', 'C++')
('Igel 3.1.0 64-bit 8CPU', 'https://github.com/vshcherbyna/igel', 'Volodymyr Shcherbyna (Ukraine)', '3593', 'saved_engines\\Igel 3.1.0 64-bit 8CPU\\igel-x64_bmi2_avx2_3_1_0.exe', '32', '2022-06-03T10:59:39Z', 'C++')
('Lizard 10.2 64-bit', 'https://github.com/liamt19/Lizard', 'Liam McGuire (USA)', '3592', 'saved_engines\\Lizard 10.2 64-bit\\Lizard-win-x64-pext.exe', '32', '2024-02-10T00:20:24Z', 'C#')
('Berserk 8.5 64-bit', 'https://github.com/jhonnold/berserk', 'Jay Honnold (USA)', '3589', 'saved_engines\\Berserk 8.5 64-bit\\berserk-8.5-x64-avx2-pext.exe', '32', '2021-12-30T16:40:58Z', 'C')
('Velvet 7.0.0 64-bit', 'https://github.com/mhonert/velvet-chess', 'Martin Honert (Germany)', '3589', 'saved_engines\\Velvet 7.0.0 64-bit\\velvet-v7.0.0-x86_64-avx2.exe', '32', '2024-02-20T20:36:44Z', 'Rust')
('Clover 4.0 64-bit', 'https://github.com/lucametehau/CloverEngine', 'Luca Metehau (Romania)', '3586', 'saved_engines\\Clover 4.0 64-bit\\Clover.4.0-avx2.exe', '33', '2023-04-13T12:14:17Z', 'C++')
('RubiChess 2.1 64-bit 8CPU', 'https://github.com/Matthies/RubiChess', 'Andreas Matthies (Germany)', '3584', 'saved_engines\\RubiChess 2.1 64-bit 8CPU\\RubiChess-2.1-AVX2.exe', '33', '2021-04-14T18:46:40Z', 'C')
('Equisetum 1.0 64-bit', 'https://github.com/justNo4b/Equisetum', 'Alexander Litov (Russia)', '3578', 'saved_engines\\Equisetum 1.0 64-bit\\Equisetum_pext.exe', '34-35', '2024-03-15T22:27:33Z', 'C++')
('Igel 3.0.0 64-bit 8CPU', 'https://github.com/vshcherbyna/igel', 'Volodymyr Shcherbyna (Ukraine)', '3574', 'saved_engines\\Igel 3.0.0 64-bit 8CPU\\igel-x64_bmi2_avx2_3_0_0.exe', '34-35', '2021-04-04T18:56:05Z', 'C++')
('Seer 2.4.0 64-bit 8CPU', 'https://github.com/connormcmonigle/seer-nnue', 'Connor McMonigle (USA)', '3574', 'saved_engines\\Seer 2.4.0 64-bit 8CPU\\seer_v2.4_x64_avx2_popcnt.exe', '36', '2021-12-03T19:17:42Z', 'C++')
('Ethereal 12.75 64-bit 8CPU', 'https://github.com/AndyGrant/Ethereal', 'Andrew Grant (USA)', '3573', 'saved_engines\\Ethereal 12.75 64-bit 8CPU\\Ethereal12.75-x64-nopopcnt.exe', '37', '2020-10-09T06:46:26Z', 'C')
('Caissa 1.9 64-bit', 'https://github.com/Witek902/Caissa', 'Michal Witanowski (Poland)', '3571', 'saved_engines\\Caissa 1.9 64-bit\\Caissa_1.9\\caissa-1.9-avx2-bmi2.exe', '37', '2023-06-08T23:06:05Z', 'C++')
('Starzix 4.0 64-bit', 'https://github.com/zzzzz151/Starzix', '', '3564', 'saved_engines\\Starzix 4.0 64-bit\\Starzix-4.0-avx2.exe', '39', '2024-01-22T02:05:43Z', 'C++')
('Renegade 1.1.0 64-bit', 'https://github.com/pkrisz99/Renegade', 'Krisztian Peocz (Hungary)', '3562', 'saved_engines\\Renegade 1.1.0 64-bit\\Renegade_1.1.0_windows_x86-64-bmi2.exe', '40', '2024-06-26T19:00:58Z', 'C++')
('Quanticade Electra 0.9 64-bit', 'https://github.com/Quanticade/Quanticade', 'Martin Botka', '3557', 'saved_engines\\Quanticade Electra 0.9 64-bit\\Quanticade.exe', '40', '2024-10-26T21:14:54Z', 'C')
('Black Marlin 8.0 64-bit', 'https://github.com/dsekercioglu/blackmarlin', 'Doruk SEKERCIOGLU (Turkey)', '3553', 'saved_engines\\Black Marlin 8.0 64-bit\\blackmarlin-windows-x86-64-v2.exe', '40', '2023-08-08T14:22:18Z', 'Rust')
('Halogen 12 64-bit', 'https://github.com/KierenP/Halogen', 'Kieren Pearson (Australia)', '3543', 'saved_engines\\Halogen 12 64-bit\\Halogen11-4-windows-nopopcnt.exe', '41-42', '2022-10-25T07:49:58Z', 'C++')
('Willow 4.0 64-bit', 'https://github.com/Adam-Kulju/Willow', 'Adam Kulju', '3543', 'saved_engines\\Willow 4.0 64-bit\\willow-v2-windows.exe', '41-42', '2024-02-04T03:11:47Z', 'C++')
('Alexandria 4.0 64-bit', 'https://github.com/PGG106/Alexandria', '', '3542', 'saved_engines\\Alexandria 4.0 64-bit\\Alexandria-4.0-x86-64-modern.exe', '41-42', '2023-07-28T04:21:47Z', 'C++')
('Igel 2.9.0 64-bit 8CPU', 'https://github.com/vshcherbyna/igel', 'Volodymyr Shcherbyna (Ukraine)', '3542', 'saved_engines\\Igel 2.9.0 64-bit 8CPU\\igel-x64_bmi2_avx2_2_9_0.exe', '41-42', '2020-12-25T20:44:32Z', 'C++')
('Rice 8.0.0 64-bit', 'https://github.com/rafid-dev/rice', 'Rafid Ahsan (Bangladesh)', '3542', 'saved_engines\\Rice 8.0.0 64-bit\\rice-8.0.0-v2.exe', '43', '2024-03-18T17:18:38Z', 'C++')
('Carp 3.0.1 64-bit', 'https://github.com/dede1751/carp', 'Andrea Sgobbi (Italy)', '3538', 'saved_engines\\Carp 3.0.1 64-bit\\carp-v3.0.0-win-x86_64-V1.exe', '44-45', '2023-09-24T19:37:32Z', 'Rust')
('RubiChess 2.0 64-bit 8CPU', 'https://github.com/Matthies/RubiChess', 'Andreas Matthies (Germany)', '3538', 'saved_engines\\RubiChess 2.0 64-bit 8CPU\\RubiChess-2.0-AVX2.exe', '44-45', '2021-01-27T20:03:09Z', 'C')
('pawn 3.0 64-bit', 'https://github.com/ruicoelhopedro/pawn', 'Rui Coelho (Portugal)', '3538', 'saved_engines\\pawn 3.0 64-bit\\pawn-v3.0-windows-haswell.exe', '44-45', '2024-01-12T18:05:51Z', 'C++')
('Superultra 2.0 64-bit', 'https://github.com/A1exL1ang/Superultra', 'Alexander Liang (USA)', '3537', 'saved_engines\\Superultra 2.0 64-bit\\Superultra-2.0.exe', '46', '2024-02-02T01:13:29Z', 'C++')
('Altair 6.0.0 64-bit', 'https://github.com/Alex2262/AltairChessEngine', 'Alexander Tian', '3532', 'saved_engines\\Altair 6.0.0 64-bit\\Altair-windows-x86-64-v1.exe', '46', '2023-12-05T04:58:01Z', 'C++')
('Clover 3.1 64-bit 8CPU', 'https://github.com/lucametehau/CloverEngine', 'Luca Metehau (Romania)', '3529', 'saved_engines\\Clover 3.1 64-bit 8CPU\\Clover.3.1-avx2.exe', '46', '2022-03-26T06:05:30Z', 'C++')
('Viridithas 9.0.0 64-bit', 'https://github.com/cosmobobak/virtue', 'Cosmo Bobak (Scotland)', '3525', 'saved_engines\\Viridithas 9.0.0 64-bit\\viridithas-9.0.0-x86_64-win-v1.exe', '46', '2023-05-08T14:51:44Z', 'Rust')
('Igel 3.2.0 64-bit', 'https://github.com/vshcherbyna/igel', 'Volodymyr Shcherbyna (Ukraine)', '3514', 'saved_engines\\Igel 3.2.0 64-bit\\igel-x64_bmi2_avx2_3_2_0.exe', '47', '2022-12-17T18:56:17Z', 'C++')
('Velvet 5.3.0 64-bit', 'https://github.com/mhonert/velvet-chess', 'Martin Honert (Germany)', '3509', 'saved_engines\\Velvet 5.3.0 64-bit\\velvet-v5.3.0-x86_64-avx2.exe', '47', '2023-08-10T18:55:58Z', 'Rust')
('Reckless 0.7.0 64-bit', 'https://github.com/codedeliveryservice/Reckless', 'Arseniy Surkov', '3503', 'saved_engines\\Reckless 0.7.0 64-bit\\reckless-x86_64-win-v1.exe', '48', '2024-08-23T19:40:44Z', 'Rust')
('Stormphrax 3.0.0 64-bit', 'https://github.com/Ciekce/Stormphrax', 'Conor Anstey (U.K.)', '3499', 'saved_engines\\Stormphrax 3.0.0 64-bit\\stormphrax-3.0.0-avx2-bmi2.exe', '49', '2023-11-02T03:12:50Z', 'C++')
('Ethereal 12.25 64-bit 4CPU', 'https://github.com/AndyGrant/Ethereal', 'Andrew Grant (USA)', '3497', 'saved_engines\\Ethereal 12.25 64-bit 4CPU\\Ethereal12.25-x64-nopopcnt.exe', '49', '2020-06-14T22:52:20Z', 'C')
('Rice 7.0.0 64-bit', 'https://github.com/rafid-dev/rice', 'Rafid Ahsan (Bangladesh)', '3497', 'saved_engines\\Rice 7.0.0 64-bit\\rice-7.0.0-v2.exe', '49', '2023-06-29T07:54:37Z', 'C++')
('Velvet 5.2.0 64-bit', 'https://github.com/mhonert/velvet-chess', 'Martin Honert (Germany)', '3497', 'saved_engines\\Velvet 5.2.0 64-bit\\velvet-v5.2.0-x86_64-avx2.exe', '49', '2023-05-13T12:17:30Z', 'Rust')
('Berserk 4.4.0 64-bit 8CPU', 'https://github.com/jhonnold/berserk', 'Jay Honnold (USA)', '3494', 'saved_engines\\Berserk 4.4.0 64-bit 8CPU\\berserk-4.4.0-x64-avx2-pext.exe', '49', '2021-07-10T15:56:22Z', 'C')
('Winter 4.0 64-bit', 'https://github.com/rosenthj/Winter', 'Jonathan Rosenthal (Switzerland)', '3494', 'saved_engines\\Winter 4.0 64-bit\\windows\\winter_40_64_ja_bmi2.exe', '50', '2024-06-29T14:28:39Z', 'C++')
('Ethereal 12.50 64-bit 4CPU', 'https://github.com/AndyGrant/Ethereal', 'Andrew Grant (USA)', '3493', 'saved_engines\\Ethereal 12.50 64-bit 4CPU\\Ethereal12.50-x64-nopopcnt.exe', '50', '2020-09-08T09:56:44Z', 'C')
('Black Marlin 6.0 64-bit 8CPU', 'https://github.com/dsekercioglu/blackmarlin', 'Doruk SEKERCIOGLU (Turkey)', '3492', 'saved_engines\\Black Marlin 6.0 64-bit 8CPU\\blackmarlin-windows-x86-64-v2.exe', '50', '2022-07-17T09:53:10Z', 'Rust')
('Xiphos 0.6 64-bit 8CPU', 'https://github.com/milostatarevic/xiphos', 'Milos Tatarevic (USA)', '3491', 'saved_engines\\Xiphos 0.6 64-bit 8CPU\\xiphos-0.6-w64-bmi2.exe', '51', '2019-11-07T02:10:08Z', 'C')
('Stormphrax 2.0.0 64-bit', 'https://github.com/Ciekce/Stormphrax', 'Conor Anstey (U.K.)', '3490', 'saved_engines\\Stormphrax 2.0.0 64-bit\\stormphrax-2.0.0-avx2-bmi2.exe', '51', '2023-09-24T19:38:07Z', 'C++')
('Midnight 9 64-bit', 'https://github.com/archishou/MidnightChessEngine', 'Archishmaan Peyyet (USA)', '3489', 'saved_engines\\Midnight 9 64-bit\\midnightv9-windows-x86-64-v2.exe', '52', '2024-01-21T23:25:26Z', 'C++')
('Black Marlin 7.0 64-bit', 'https://github.com/dsekercioglu/blackmarlin', 'Doruk SEKERCIOGLU (Turkey)', '3483', 'saved_engines\\Black Marlin 7.0 64-bit\\blackmarlin-windows-x86-64-v2.exe', '52', '2022-08-06T09:25:40Z', 'Rust')
('Peacekeeper 2.20 64-bit', 'https://github.com/Sazgr/peacekeeper', 'Kyle Zhang', '3478', 'saved_engines\\Peacekeeper 2.20 64-bit\\peacekeeper-220-avx2.exe', '52', '2023-12-25T19:23:44Z', 'C')
('Ethereal 12.00 64-bit 4CPU', 'https://github.com/AndyGrant/Ethereal', 'Andrew Grant (USA)', '3470', 'saved_engines\\Ethereal 12.00 64-bit 4CPU\\Ethereal12.00-x64-nopopcnt.exe', '53', '2020-02-29T05:01:42Z', 'C')
('Marvin 6.3.0 64-bit', 'https://github.com/bmdanielsson/marvin-chess', 'Martin Danielsson', '3470', 'saved_engines\\Marvin 6.3.0 64-bit\\marvin_6.3.0_binaries\\windows\\marvin_x86_64_avx2.exe', '54', '2024-05-25T14:20:27Z', 'C')
('Renegade 1.0.0 64-bit', 'https://github.com/pkrisz99/Renegade', 'Krisztian Peocz (Hungary)', '3470', 'saved_engines\\Renegade 1.0.0 64-bit\\Renegade_1.0.0_windows_x86-64-bmi2.exe', '54', '2024-01-13T19:26:29Z', 'C++')
('Quanticade Aurora 0.8 64-bit', 'https://github.com/Quanticade/Quanticade', 'Martin Botka', '3468', 'saved_engines\\Quanticade Aurora 0.8 64-bit\\Quanticade.exe', '55-56', '2024-08-23T10:39:10Z', 'C')
('Zahak 10.0 64-bit 8CPU', 'https://github.com/amanjpro/zahak', 'Amanj Sherwany (Canada)', '3468', 'saved_engines\\Zahak 10.0 64-bit 8CPU\\zahak-windows-amd64-10.0-avx.exe', '55-56', '2022-05-08T14:35:29Z', 'Go')
('Clover 3.2.1 64-bit', 'https://github.com/lucametehau/CloverEngine', 'Luca Metehau (Romania)', '3466', 'saved_engines\\Clover 3.2.1 64-bit\\Clover.3.2-avx2.exe', '57', '2022-12-10T12:26:41Z', 'C++')
('Combusken 2.0.0 64-bit 8CPU', 'https://github.com/mhib/combusken', 'Marcin Henryk Bartkowiak (Poland)', '3466', 'saved_engines\\Combusken 2.0.0 64-bit 8CPU\\combusken_windows_amd64.exe', '58', '2022-01-15T21:12:54Z', 'Go')
('Devre 4.0 64-bit', 'https://github.com/OmerFarukTutkun/Devre', 'Omer Faruk Tutkun (Turkey)', '3463', 'saved_engines\\Devre 4.0 64-bit\\devre_4.0-avx2.exe', '58', '2022-08-23T14:15:03Z', 'C++')
('pawn 2.0 64-bit', 'https://github.com/ruicoelhopedro/pawn', 'Rui Coelho (Portugal)', '3462', 'saved_engines\\pawn 2.0 64-bit\\pawn_2.0_win_generic.exe', '59', '2023-10-12T10:05:54Z', 'C++')
('Ethereal 11.75 64-bit 4CPU', 'https://github.com/AndyGrant/Ethereal', 'Andrew Grant (USA)', '3460', 'saved_engines\\Ethereal 11.75 64-bit 4CPU\\Ethereal11.75-x64-nopopcnt.exe', '59', '2019-11-11T07:59:51Z', 'C')
('Caissa 1.5 64-bit', 'https://github.com/Witek902/Caissa', 'Michal Witanowski (Poland)', '3458', 'saved_engines\\Caissa 1.5 64-bit\\Caissa_1.5\\Caissa_1.5_AVX2_BMI2.exe', '59', '2023-01-15T17:24:52Z', 'C++')
('Xiphos 0.6 64-bit 4CPU', 'https://github.com/milostatarevic/xiphos', 'Milos Tatarevic (USA)', '3456', 'saved_engines\\Xiphos 0.6 64-bit 4CPU\\xiphos-0.6-w64-bmi2.exe', '59', '2019-11-07T02:10:08Z', 'C')
('BlackCore 6.0 64-bit', 'https://github.com/SzilBalazs/BlackCore', 'Balazs Szilagyi  (Hungary)', '3455', 'saved_engines\\BlackCore 6.0 64-bit\\BlackCore-avx2-win.exe', '60', '2023-03-02T20:15:08Z', 'C++')
('Caissa 1.4 64-bit', 'https://github.com/Witek902/Caissa', 'Michal Witanowski (Poland)', '3454', 'saved_engines\\Caissa 1.4 64-bit\\Caissa_1.4\\Caissa_1.4_AVX2_BMI2.exe', '60', '2022-11-30T13:18:58Z', 'C++')
('Weiss 2.0 64-bit 8CPU', 'https://github.com/TerjeKir/weiss', 'Terje Kirstihagen (Norway)', '3454', 'saved_engines\\Weiss 2.0 64-bit 8CPU\\weiss-nopopcnt.exe', '61', '2021-08-04T07:49:23Z', 'C')
('Clarity 4.0.0 64-bit', 'https://github.com/Vast342/Clarity', '', '3453', 'saved_engines\\Clarity 4.0.0 64-bit\\Clarity_x86-64-v1.exe', '61', '2023-12-31T04:20:50Z', 'C++')
('Velvet 5.1.0 64-bit', 'https://github.com/mhonert/velvet-chess', 'Martin Honert (Germany)', '3451', 'saved_engines\\Velvet 5.1.0 64-bit\\velvet-v5.1.0-x86_64-avx2.exe', '61', '2023-02-13T07:49:08Z', 'Rust')
('Molybdenum 4.1 64-bit', 'https://github.com/rn5f107s2/Molybdenum', '', '3448', 'saved_engines\\Molybdenum 4.1 64-bit\\Molybdenum4.1_windows.exe', '62', '2024-11-05T21:27:35Z', 'C++')
('Laser 1.7 64-bit 8CPU', 'https://github.com/jeffreyan11/uci-chess-engine', 'Jeffrey An, Michael An', '3445', 'saved_engines\\Laser 1.7 64-bit 8CPU\\Laser-1_7-BMI2.exe', '62', '2019-02-07T03:42:05Z', 'C++')
('Halogen 11 64-bit', 'https://github.com/KierenP/Halogen', 'Kieren Pearson (Australia)', '3440', 'saved_engines\\Halogen 11 64-bit\\Halogen11-windows-nopopcnt.exe', '63', '2022-10-09T12:36:32Z', 'C++')
('Marvin 6.2.0 64-bit', 'https://github.com/bmdanielsson/marvin-chess', 'Martin Danielsson', '3440', 'saved_engines\\Marvin 6.2.0 64-bit\\marvin_6.2.0_binaries\\windows\\marvin_x86_64_avx2.exe', '63', '2023-07-09T18:37:02Z', 'C')
('Viridithas 8.1.0 64-bit', 'https://github.com/cosmobobak/virtue', 'Cosmo Bobak (Scotland)', '3436', 'saved_engines\\Viridithas 8.1.0 64-bit\\viridithas8.1.0-avx2.exe', '63', '2023-03-28T01:51:40Z', 'Rust')
('Seer 2.1.0 64-bit 8CPU', 'https://github.com/connormcmonigle/seer-nnue', 'Connor McMonigle (USA)', '3435', 'saved_engines\\Seer 2.1.0 64-bit 8CPU\\seer_ivybridge.exe', '63', '2021-07-14T07:14:23Z', 'C++')
('Velvet 3.3.0 64-bit 8CPU', 'https://github.com/mhonert/velvet-chess', 'Martin Honert (Germany)', '3435', 'saved_engines\\Velvet 3.3.0 64-bit 8CPU\\velvet-v3.3.0-x86_64-avx2.exe', '63', '2022-03-18T15:09:59Z', 'Rust')
('Velvet 5.0.0 64-bit', 'https://github.com/mhonert/velvet-chess', 'Martin Honert (Germany)', '3430', 'saved_engines\\Velvet 5.0.0 64-bit\\velvet-v5.0.0-x86_64-avx2.exe', '63', '2022-12-31T19:37:14Z', 'Rust')
('Weiss 2.0 64-bit 4CPU', 'https://github.com/TerjeKir/weiss', 'Terje Kirstihagen (Norway)', '3424', 'saved_engines\\Weiss 2.0 64-bit 4CPU\\weiss-nopopcnt.exe', '64', '2021-08-04T07:49:23Z', 'C')
('Zahak 9.0 64-bit 8CPU', 'https://github.com/amanjpro/zahak', 'Amanj Sherwany (Canada)', '3421', 'saved_engines\\Zahak 9.0 64-bit 8CPU\\zahak-windows-amd64-9.0-avx.exe', '65', '2021-11-25T06:42:49Z', 'Go')
('Alexandria 3.5 64-bit', 'https://github.com/PGG106/Alexandria', '', '3419', 'saved_engines\\Alexandria 3.5 64-bit\\Alexandria-3.5-x86-64-avx2.exe', '65', '2023-02-12T09:04:16Z', 'C++')
('Pedantic 2.1.0 64-bit', 'https://github.com/JoAnnP38/PedanticRF', 'JoAnn D. Peeler (USA)', '3418', 'saved_engines\\Pedantic 2.1.0 64-bit\\Pedantic_2.1.0\\Pedantic.exe', '66', '2024-09-30T08:18:07Z', 'C#')
('Avalanche 2.1.0 64-bit', 'https://github.com/SnowballSH/Avalanche', 'Yinuo Huang (China)', '3405', 'saved_engines\\Avalanche 2.1.0 64-bit\\Avalanche-2.0.0-x86_64-win-v1.exe', '69', '2023-09-24T19:59:38Z', 'Zig')
('Seer 2.3.0 64-bit', 'https://github.com/connormcmonigle/seer-nnue', 'Connor McMonigle (USA)', '3402', 'saved_engines\\Seer 2.3.0 64-bit\\seer_v2.3_x64_avx2_popcnt.exe', '70', '2021-08-13T01:15:13Z', 'C++')
('Peacekeeper 2.10 64-bit', 'https://github.com/Sazgr/peacekeeper', 'Kyle Zhang', '3400', 'saved_engines\\Peacekeeper 2.10 64-bit\\peacekeeper-210-avx2.exe', '70', '2023-11-09T20:13:48Z', 'C')
('Willow 3.1 64-bit', 'https://github.com/Adam-Kulju/Willow', 'Adam Kulju', '3399', 'saved_engines\\Willow 3.1 64-bit\\willow3_1_windows.exe', '71', '2023-09-24T19:35:29Z', 'C++')
('Caissa 1.0 64-bit', 'https://github.com/Witek902/Caissa', 'Michal Witanowski (Poland)', '3396', 'saved_engines\\Caissa 1.0 64-bit\\Caissa_1.0\\Caissa_1.0_AVX2_BMI2.exe', '72', '2022-09-18T21:53:21Z', 'C++')
('Midnight 8 64-bit', 'https://github.com/archishou/MidnightChessEngine', 'Archishmaan Peyyet (USA)', '3396', 'saved_engines\\Midnight 8 64-bit\\midnight-windows-x86-64-v2.exe', '72', '2023-09-24T19:36:07Z', 'C++')
('Velvet 4.1.0 64-bit', 'https://github.com/mhonert/velvet-chess', 'Martin Honert (Germany)', '3393', 'saved_engines\\Velvet 4.1.0 64-bit\\velvet-v4.1.0-x86_64-avx2.exe', '72', '2022-08-18T12:14:57Z', 'Rust')
('Reckless 0.6.0 64-bit', 'https://github.com/codedeliveryservice/Reckless', 'Arseniy Surkov', '3392', 'saved_engines\\Reckless 0.6.0 64-bit\\reckless-x86_64-win-v1.exe', '72', '2024-03-21T23:32:25Z', 'Rust')
('Koivisto 5.0 64-bit', 'https://github.com/Luecx/Koivisto', 'Kim Kahre (Finland) , Finn Eggers (Germany)', '3391', 'saved_engines\\Koivisto 5.0 64-bit\\Koivisto_4.83-x64-windows-popcnt-avx.exe', '72', '2021-07-07T18:20:50Z', 'C++')
('Laser 1.7 64-bit 4CPU', 'https://github.com/jeffreyan11/uci-chess-engine', 'Jeffrey An, Michael An', '3389', 'saved_engines\\Laser 1.7 64-bit 4CPU\\Laser-1_7-BMI2.exe', '72', '2019-02-07T03:42:05Z', 'C++')
('Defenchess 2.2 64-bit 4CPU', 'https://github.com/cetincan0/Defenchess', 'Can Cetin (Turkey), Dogac Eldenk (Turkey)', '3386', 'saved_engines\\Defenchess 2.2 64-bit 4CPU\\Defenchess_2.2_nopopcnt.exe', '72', '2019-08-23T02:01:59Z', 'C++')
('Counter 5.5 64-bit', 'https://github.com/ChizhovVadim/CounterGo', 'Vadim Chizhov', '3381', 'saved_engines\\Counter 5.5 64-bit\\counter-5.5-windows-amd64.exe', '73', '2024-01-12T06:43:36Z', 'Go')
('Stormphrax 1.0.0 64-bit', 'https://github.com/Ciekce/Stormphrax', 'Conor Anstey (U.K.)', '3381', 'saved_engines\\Stormphrax 1.0.0 64-bit\\stormphrax-1.0.0-avx2-bmi2.exe', '73', '2023-07-25T00:41:57Z', 'C++')
('Frozenight 6.0.0 64-bit', 'https://github.com/MinusKelvin/frozenight', 'Mark Carlson (Australia)', '3377', 'saved_engines\\Frozenight 6.0.0 64-bit\\frozenight-6.0.0-windows-x86-64-v2.exe', '75', '2023-01-19T11:46:41Z', 'Rust')
('Igel 2.8.0 64-bit', 'https://github.com/vshcherbyna/igel', 'Volodymyr Shcherbyna (Ukraine)', '3375', 'saved_engines\\Igel 2.8.0 64-bit\\igel-x64_bmi2_avx2_2_8_0.exe', '75', '2020-09-23T21:15:32Z', 'C++')
('RubiChess 1.9 64-bit', 'https://github.com/Matthies/RubiChess', 'Andreas Matthies (Germany)', '3375', 'saved_engines\\RubiChess 1.9 64-bit\\RubiChess-1.9-AVX2.exe', '75', '2020-11-25T17:04:18Z', 'C')
('Smallbrain 6.0 64-bit', 'https://github.com/Disservin/Smallbrain', 'Max Allendorf (Germany)', '3375', 'saved_engines\\Smallbrain 6.0 64-bit\\smallbrain6.0-x86-64-avx2.exe', '75', '2022-10-15T15:08:52Z', 'C++')
('Velvet 4.0.0 64-bit', 'https://github.com/mhonert/velvet-chess', 'Martin Honert (Germany)', '3374', 'saved_engines\\Velvet 4.0.0 64-bit\\velvet-v4.0.0-x86_64-avx2.exe', '75', '2022-07-03T10:38:43Z', 'Rust')
('Winter 3.0 64-bit', 'https://github.com/rosenthj/Winter', 'Jonathan Rosenthal (Switzerland)', '3367', 'saved_engines\\Winter 3.0 64-bit\\Winter_3.0_Ancient.exe', '75', '2024-02-03T03:44:48Z', 'C++')
('Marvin 6.1.0 64-bit', 'https://github.com/bmdanielsson/marvin-chess', 'Martin Danielsson', '3359', 'saved_engines\\Marvin 6.1.0 64-bit\\marvin_6.1.0_binaries\\windows\\marvin_x86_64_avx2.exe', '76', '2022-10-02T06:38:56Z', 'C')
('Alexandria 3.1.0 64-bit', 'https://github.com/PGG106/Alexandria', '', '3356', 'saved_engines\\Alexandria 3.1.0 64-bit\\Alexandria-3.1.0.exe', '78', '2022-12-06T14:45:53Z', 'C++')
('Nalwald 19 64-bit', 'https://github.com/tsoj/Nalwald', 'Jost Triller (Germany)', '3356', 'saved_engines\\Nalwald 19 64-bit\\Nalwald-19-windows-amd64-modern.exe', '78', '2024-07-11T14:48:24Z', 'Nim')
('Clover 3.0 64-bit', 'https://github.com/lucametehau/CloverEngine', 'Luca Metehau (Romania)', '3354', 'saved_engines\\Clover 3.0 64-bit\\Clover.3.0-avx2.exe', '78', '2022-01-23T22:34:00Z', 'C++')
('Marvin 6.0.0 64-bit', 'https://github.com/bmdanielsson/marvin-chess', 'Martin Danielsson', '3351', 'saved_engines\\Marvin 6.0.0 64-bit\\marvin_6.0.0_binaries\\windows\\marvin_x86_64_avx2.exe', '78', '2022-06-12T06:29:20Z', 'C')
('Avalanche 2.0.0 64-bit', 'https://github.com/SnowballSH/Avalanche', 'Yinuo Huang (China)', '3349', 'saved_engines\\Avalanche 2.0.0 64-bit\\Avalanche-2.0.0-x86_64-win-v1.exe', '78', '2023-09-24T19:59:38Z', 'Zig')
('Zangdar 2.31 64-bit', 'https://github.com/Carbecq/Zangdar', 'Philippe Chevalier (France)', '3335', 'saved_engines\\Zangdar 2.31 64-bit\\Zangdar-2.31-5950X-nopext-clang++.exe', '78', '2024-11-15T13:21:05Z', 'C++')
('Caissa 0.9 64-bit', 'https://github.com/Witek902/Caissa', 'Michal Witanowski (Poland)', '3332', 'saved_engines\\Caissa 0.9 64-bit\\Caissa_0.9\\Caissa_0.9.0_AVX2_BMI2.exe', '78', '2022-08-21T17:05:19Z', 'C++')
('Rice 6.0 64-bit', 'https://github.com/rafid-dev/rice', 'Rafid Ahsan (Bangladesh)', '3329', 'saved_engines\\Rice 6.0 64-bit\\rice-avx2-win64.exe', '79', '2023-05-13T15:44:53Z', 'C++')
('Odonata 1.0 64-bit', 'https://github.com/akanalytics/odonata', 'Andy Watkins (England)', '3325', 'saved_engines\\Odonata 1.0 64-bit\\odonata-1.0-windows-generic.exe', '80', '2024-07-22T15:55:55Z', 'Rust')
('Igel 2.7.0 64-bit', 'https://github.com/vshcherbyna/igel', 'Volodymyr Shcherbyna (Ukraine)', '3318', 'saved_engines\\Igel 2.7.0 64-bit\\igel-x64_bmi2_avx2_2_7_0.exe', '81', '2020-08-19T21:59:23Z', 'C++')
